,capacity,mean-juvenile-mortality-prob,mean-adult-mortality-prob,mortality-decrease-with-buffer,distance-for-viewing-ponds-and-woodland,movement-energy,mean-number-of-female-offspring
0,10.0439453125,0.512939453125,0.18955078125,0.1024951171875,1.892822265625,875.390625,4.4833984375
1,27.6220703125,0.512939453125,0.18955078125,0.1024951171875,1.892822265625,875.390625,4.4833984375
2,10.0439453125,0.609033203125,0.18955078125,0.1024951171875,1.892822265625,875.390625,4.4833984375
3,10.0439453125,0.512939453125,0.23427734375,0.1024951171875,1.892822265625,875.390625,4.4833984375
4,10.0439453125,0.512939453125,0.18955078125,0.1661376953125,1.892822265625,875.390625,4.4833984375
5,10.0439453125,0.512939453125,0.18955078125,0.1024951171875,2.803466796875,875.390625,4.4833984375
6,10.0439453125,0.512939453125,0.18955078125,0.1024951171875,1.892822265625,765.234375,4.4833984375
7,10.0439453125,0.512939453125,0.18955078125,0.1024951171875,1.892822265625,875.390625,4.6767578125
8,10.0439453125,0.609033203125,0.23427734375,0.1661376953125,2.803466796875,765.234375,4.6767578125
9,27.6220703125,0.512939453125,0.23427734375,0.1661376953125,2.803466796875,765.234375,4.6767578125
10,27.6220703125,0.609033203125,0.18955078125,0.1661376953125,2.803466796875,765.234375,4.6767578125
11,27.6220703125,0.609033203125,0.23427734375,0.1024951171875,2.803466796875,765.234375,4.6767578125
12,27.6220703125,0.609033203125,0.23427734375,0.1661376953125,1.892822265625,765.234375,4.6767578125
13,27.6220703125,0.609033203125,0.23427734375,0.1661376953125,2.803466796875,875.390625,4.6767578125
14,27.6220703125,0.609033203125,0.23427734375,0.1661376953125,2.803466796875,765.234375,4.4833984375
15,27.6220703125,0.609033203125,0.23427734375,0.1661376953125,2.803466796875,765.234375,4.6767578125
16,25.0439453125,0.6629394531249999,0.28955078125,0.1974951171875,0.642822265625,475.390625,5.4833984375
17,12.6220703125,0.6629394531249999,0.28955078125,0.1974951171875,0.642822265625,475.390625,5.4833984375
18,25.0439453125,0.459033203125,0.28955078125,0.1974951171875,0.642822265625,475.390625,5.4833984375
19,25.0439453125,0.6629394531249999,0.13427734375,0.1974951171875,0.642822265625,475.390625,5.4833984375
20,25.0439453125,0.6629394531249999,0.28955078125,0.0711376953125,0.642822265625,475.390625,5.4833984375
21,25.0439453125,0.6629394531249999,0.28955078125,0.1974951171875,1.553466796875,475.390625,5.4833984375
22,25.0439453125,0.6629394531249999,0.28955078125,0.1974951171875,0.642822265625,365.234375,5.4833984375
23,25.0439453125,0.6629394531249999,0.28955078125,0.1974951171875,0.642822265625,475.390625,5.6767578125
24,25.0439453125,0.459033203125,0.13427734375,0.0711376953125,1.553466796875,365.234375,5.6767578125
25,12.6220703125,0.6629394531249999,0.13427734375,0.0711376953125,1.553466796875,365.234375,5.6767578125
26,12.6220703125,0.459033203125,0.28955078125,0.0711376953125,1.553466796875,365.234375,5.6767578125
27,12.6220703125,0.459033203125,0.13427734375,0.1974951171875,1.553466796875,365.234375,5.6767578125
28,12.6220703125,0.459033203125,0.13427734375,0.0711376953125,0.642822265625,365.234375,5.6767578125
29,12.6220703125,0.459033203125,0.13427734375,0.0711376953125,1.553466796875,475.390625,5.6767578125
30,12.6220703125,0.459033203125,0.13427734375,0.0711376953125,1.553466796875,365.234375,5.4833984375
31,12.6220703125,0.459033203125,0.13427734375,0.0711376953125,1.553466796875,365.234375,5.6767578125
32,32.5439453125,0.43793945312500004,0.13955078125,0.054995117187500005,1.267822265625,275.390625,4.9833984375
33,20.1220703125,0.43793945312500004,0.13955078125,0.054995117187500005,1.267822265625,275.390625,4.9833984375
34,32.5439453125,0.534033203125,0.13955078125,0.054995117187500005,1.267822265625,275.390625,4.9833984375
35,32.5439453125,0.43793945312500004,0.18427734375,0.054995117187500005,1.267822265625,275.390625,4.9833984375
36,32.5439453125,0.43793945312500004,0.13955078125,0.0236376953125,1.267822265625,275.390625,4.9833984375
37,32.5439453125,0.43793945312500004,0.13955078125,0.054995117187500005,0.928466796875,275.390625,4.9833984375
38,32.5439453125,0.43793945312500004,0.13955078125,0.054995117187500005,1.267822265625,965.234375,4.9833984375
39,32.5439453125,0.43793945312500004,0.13955078125,0.054995117187500005,1.267822265625,275.390625,4.1767578125
40,32.5439453125,0.534033203125,0.18427734375,0.0236376953125,0.928466796875,965.234375,4.1767578125
41,20.1220703125,0.43793945312500004,0.18427734375,0.0236376953125,0.928466796875,965.234375,4.1767578125
42,20.1220703125,0.534033203125,0.13955078125,0.0236376953125,0.928466796875,965.234375,4.1767578125
43,20.1220703125,0.534033203125,0.18427734375,0.054995117187500005,0.928466796875,965.234375,4.1767578125
44,20.1220703125,0.534033203125,0.18427734375,0.0236376953125,1.267822265625,965.234375,4.1767578125
45,20.1220703125,0.534033203125,0.18427734375,0.0236376953125,0.928466796875,275.390625,4.1767578125
46,20.1220703125,0.534033203125,0.18427734375,0.0236376953125,0.928466796875,965.234375,4.9833984375
47,20.1220703125,0.534033203125,0.18427734375,0.0236376953125,0.928466796875,965.234375,4.1767578125
48,17.5439453125,0.587939453125,0.23955078124999998,0.1499951171875,2.517822265625,675.390625,5.9833984375
49,35.1220703125,0.587939453125,0.23955078124999998,0.1499951171875,2.517822265625,675.390625,5.9833984375
50,17.5439453125,0.6840332031249999,0.23955078124999998,0.1499951171875,2.517822265625,675.390625,5.9833984375
51,17.5439453125,0.587939453125,0.28427734375,0.1499951171875,2.517822265625,675.390625,5.9833984375
52,17.5439453125,0.587939453125,0.23955078124999998,0.1186376953125,2.517822265625,675.390625,5.9833984375
53,17.5439453125,0.587939453125,0.23955078124999998,0.1499951171875,2.178466796875,675.390625,5.9833984375
54,17.5439453125,0.587939453125,0.23955078124999998,0.1499951171875,2.517822265625,565.234375,5.9833984375
55,17.5439453125,0.587939453125,0.23955078124999998,0.1499951171875,2.517822265625,675.390625,5.1767578125
56,17.5439453125,0.6840332031249999,0.28427734375,0.1186376953125,2.178466796875,565.234375,5.1767578125
57,35.1220703125,0.587939453125,0.28427734375,0.1186376953125,2.178466796875,565.234375,5.1767578125
58,35.1220703125,0.6840332031249999,0.23955078124999998,0.1186376953125,2.178466796875,565.234375,5.1767578125
59,35.1220703125,0.6840332031249999,0.28427734375,0.1499951171875,2.178466796875,565.234375,5.1767578125
60,35.1220703125,0.6840332031249999,0.28427734375,0.1186376953125,2.517822265625,565.234375,5.1767578125
61,35.1220703125,0.6840332031249999,0.28427734375,0.1186376953125,2.178466796875,675.390625,5.1767578125
62,35.1220703125,0.6840332031249999,0.28427734375,0.1186376953125,2.178466796875,565.234375,5.9833984375
63,35.1220703125,0.6840332031249999,0.28427734375,0.1186376953125,2.178466796875,565.234375,5.1767578125
64,21.2939453125,0.400439453125,0.26455078125,0.1262451171875,2.830322265625,975.390625,4.7333984375
65,23.8720703125,0.400439453125,0.26455078125,0.1262451171875,2.830322265625,975.390625,4.7333984375
66,21.2939453125,0.496533203125,0.26455078125,0.1262451171875,2.830322265625,975.390625,4.7333984375
67,21.2939453125,0.400439453125,0.10927734375,0.1262451171875,2.830322265625,975.390625,4.7333984375
68,21.2939453125,0.400439453125,0.26455078125,0.047387695312500006,2.830322265625,975.390625,4.7333984375
69,21.2939453125,0.400439453125,0.26455078125,0.1262451171875,1.865966796875,975.390625,4.7333984375
70,21.2939453125,0.400439453125,0.26455078125,0.1262451171875,2.830322265625,865.234375,4.7333984375
71,21.2939453125,0.400439453125,0.26455078125,0.1262451171875,2.830322265625,975.390625,5.9267578125
72,21.2939453125,0.496533203125,0.10927734375,0.047387695312500006,1.865966796875,865.234375,5.9267578125
73,23.8720703125,0.400439453125,0.10927734375,0.047387695312500006,1.865966796875,865.234375,5.9267578125
74,23.8720703125,0.496533203125,0.26455078125,0.047387695312500006,1.865966796875,865.234375,5.9267578125
75,23.8720703125,0.496533203125,0.10927734375,0.1262451171875,1.865966796875,865.234375,5.9267578125
76,23.8720703125,0.496533203125,0.10927734375,0.047387695312500006,2.830322265625,865.234375,5.9267578125
77,23.8720703125,0.496533203125,0.10927734375,0.047387695312500006,1.865966796875,975.390625,5.9267578125
78,23.8720703125,0.496533203125,0.10927734375,0.047387695312500006,1.865966796875,865.234375,4.7333984375
79,23.8720703125,0.496533203125,0.10927734375,0.047387695312500006,1.865966796875,865.234375,5.9267578125
80,36.2939453125,0.550439453125,0.16455078125,0.031245117187499998,1.580322265625,575.390625,5.7333984375
81,38.8720703125,0.550439453125,0.16455078125,0.031245117187499998,1.580322265625,575.390625,5.7333984375
82,36.2939453125,0.646533203125,0.16455078125,0.031245117187499998,1.580322265625,575.390625,5.7333984375
83,36.2939453125,0.550439453125,0.20927734375,0.031245117187499998,1.580322265625,575.390625,5.7333984375
84,36.2939453125,0.550439453125,0.16455078125,0.1423876953125,1.580322265625,575.390625,5.7333984375
85,36.2939453125,0.550439453125,0.16455078125,0.031245117187499998,0.615966796875,575.390625,5.7333984375
86,36.2939453125,0.550439453125,0.16455078125,0.031245117187499998,1.580322265625,465.234375,5.7333984375
87,36.2939453125,0.550439453125,0.16455078125,0.031245117187499998,1.580322265625,575.390625,4.9267578125
88,36.2939453125,0.646533203125,0.20927734375,0.1423876953125,0.615966796875,465.234375,4.9267578125
89,38.8720703125,0.550439453125,0.20927734375,0.1423876953125,0.615966796875,465.234375,4.9267578125
90,38.8720703125,0.646533203125,0.16455078125,0.1423876953125,0.615966796875,465.234375,4.9267578125
91,38.8720703125,0.646533203125,0.20927734375,0.031245117187499998,0.615966796875,465.234375,4.9267578125
92,38.8720703125,0.646533203125,0.20927734375,0.1423876953125,1.580322265625,465.234375,4.9267578125
93,38.8720703125,0.646533203125,0.20927734375,0.1423876953125,0.615966796875,575.390625,4.9267578125
94,38.8720703125,0.646533203125,0.20927734375,0.1423876953125,0.615966796875,465.234375,5.7333984375
95,38.8720703125,0.646533203125,0.20927734375,0.1423876953125,0.615966796875,465.234375,4.9267578125
96,28.7939453125,0.475439453125,0.21455078125,0.17374511718750002,0.955322265625,375.390625,4.2333984375
97,31.3720703125,0.475439453125,0.21455078125,0.17374511718750002,0.955322265625,375.390625,4.2333984375
98,28.7939453125,0.571533203125,0.21455078125,0.17374511718750002,0.955322265625,375.390625,4.2333984375
99,28.7939453125,0.475439453125,0.25927734375,0.17374511718750002,0.955322265625,375.390625,4.2333984375
100,28.7939453125,0.475439453125,0.21455078125,0.18988769531250002,0.955322265625,375.390625,4.2333984375
101,28.7939453125,0.475439453125,0.21455078125,0.17374511718750002,1.240966796875,375.390625,4.2333984375
102,28.7939453125,0.475439453125,0.21455078125,0.17374511718750002,0.955322265625,665.234375,4.2333984375
103,28.7939453125,0.475439453125,0.21455078125,0.17374511718750002,0.955322265625,375.390625,5.4267578125
104,28.7939453125,0.571533203125,0.25927734375,0.18988769531250002,1.240966796875,665.234375,5.4267578125
105,31.3720703125,0.475439453125,0.25927734375,0.18988769531250002,1.240966796875,665.234375,5.4267578125
106,31.3720703125,0.571533203125,0.21455078125,0.18988769531250002,1.240966796875,665.234375,5.4267578125
107,31.3720703125,0.571533203125,0.25927734375,0.17374511718750002,1.240966796875,665.234375,5.4267578125
108,31.3720703125,0.571533203125,0.25927734375,0.18988769531250002,0.955322265625,665.234375,5.4267578125
109,31.3720703125,0.571533203125,0.25927734375,0.18988769531250002,1.240966796875,375.390625,5.4267578125
110,31.3720703125,0.571533203125,0.25927734375,0.18988769531250002,1.240966796875,665.234375,4.2333984375
111,31.3720703125,0.571533203125,0.25927734375,0.18988769531250002,1.240966796875,665.234375,5.4267578125
112,13.7939453125,0.6254394531249999,0.11455078125000001,0.07874511718749999,2.205322265625,775.390625,5.2333984375
113,16.3720703125,0.6254394531249999,0.11455078125000001,0.07874511718749999,2.205322265625,775.390625,5.2333984375
114,13.7939453125,0.42153320312500003,0.11455078125000001,0.07874511718749999,2.205322265625,775.390625,5.2333984375
115,13.7939453125,0.6254394531249999,0.15927734375,0.07874511718749999,2.205322265625,775.390625,5.2333984375
116,13.7939453125,0.6254394531249999,0.11455078125000001,0.09488769531249999,2.205322265625,775.390625,5.2333984375
117,13.7939453125,0.6254394531249999,0.11455078125000001,0.07874511718749999,2.490966796875,775.390625,5.2333984375
118,13.7939453125,0.6254394531249999,0.11455078125000001,0.07874511718749999,2.205322265625,265.234375,5.2333984375
119,13.7939453125,0.6254394531249999,0.11455078125000001,0.07874511718749999,2.205322265625,775.390625,4.4267578125
120,13.7939453125,0.42153320312500003,0.15927734375,0.09488769531249999,2.490966796875,265.234375,4.4267578125
121,16.3720703125,0.6254394531249999,0.15927734375,0.09488769531249999,2.490966796875,265.234375,4.4267578125
122,16.3720703125,0.42153320312500003,0.11455078125000001,0.09488769531249999,2.490966796875,265.234375,4.4267578125
123,16.3720703125,0.42153320312500003,0.15927734375,0.07874511718749999,2.490966796875,265.234375,4.4267578125
124,16.3720703125,0.42153320312500003,0.15927734375,0.09488769531249999,2.205322265625,265.234375,4.4267578125
125,16.3720703125,0.42153320312500003,0.15927734375,0.09488769531249999,2.490966796875,775.390625,4.4267578125
126,16.3720703125,0.42153320312500003,0.15927734375,0.09488769531249999,2.490966796875,265.234375,5.2333984375
127,16.3720703125,0.42153320312500003,0.15927734375,0.09488769531249999,2.490966796875,265.234375,4.4267578125
128,15.6689453125,0.45668945312500003,0.20205078124999998,0.0193701171875,0.799072265625,625.390625,4.6083984375
129,21.9970703125,0.45668945312500003,0.20205078124999998,0.0193701171875,0.799072265625,625.390625,4.6083984375
130,15.6689453125,0.477783203125,0.20205078124999998,0.0193701171875,0.799072265625,625.390625,4.6083984375
131,15.6689453125,0.45668945312500003,0.29677734375,0.0193701171875,0.799072265625,625.390625,4.6083984375
132,15.6689453125,0.45668945312500003,0.20205078124999998,0.0830126953125,0.799072265625,625.390625,4.6083984375
133,15.6689453125,0.45668945312500003,0.20205078124999998,0.0193701171875,2.959716796875,625.390625,4.6083984375
134,15.6689453125,0.45668945312500003,0.20205078124999998,0.0193701171875,0.799072265625,415.234375,4.6083984375
135,15.6689453125,0.45668945312500003,0.20205078124999998,0.0193701171875,0.799072265625,625.390625,5.3017578125
136,15.6689453125,0.477783203125,0.29677734375,0.0830126953125,2.959716796875,415.234375,5.3017578125
137,21.9970703125,0.45668945312500003,0.29677734375,0.0830126953125,2.959716796875,415.234375,5.3017578125
138,21.9970703125,0.477783203125,0.20205078124999998,0.0830126953125,2.959716796875,415.234375,5.3017578125
139,21.9970703125,0.477783203125,0.29677734375,0.0193701171875,2.959716796875,415.234375,5.3017578125
140,21.9970703125,0.477783203125,0.29677734375,0.0830126953125,0.799072265625,415.234375,5.3017578125
141,21.9970703125,0.477783203125,0.29677734375,0.0830126953125,2.959716796875,625.390625,5.3017578125
142,21.9970703125,0.477783203125,0.29677734375,0.0830126953125,2.959716796875,415.234375,4.6083984375
143,21.9970703125,0.477783203125,0.29677734375,0.0830126953125,2.959716796875,415.234375,5.3017578125
144,30.6689453125,0.606689453125,0.10205078125,0.1143701171875,2.049072265625,225.390625,5.6083984375
145,36.9970703125,0.606689453125,0.10205078125,0.1143701171875,2.049072265625,225.390625,5.6083984375
146,30.6689453125,0.6277832031249999,0.10205078125,0.1143701171875,2.049072265625,225.390625,5.6083984375
147,30.6689453125,0.606689453125,0.19677734375,0.1143701171875,2.049072265625,225.390625,5.6083984375
148,30.6689453125,0.606689453125,0.10205078125,0.17801269531250002,2.049072265625,225.390625,5.6083984375
149,30.6689453125,0.606689453125,0.10205078125,0.1143701171875,1.709716796875,225.390625,5.6083984375
150,30.6689453125,0.606689453125,0.10205078125,0.1143701171875,2.049072265625,815.234375,5.6083984375
151,30.6689453125,0.606689453125,0.10205078125,0.1143701171875,2.049072265625,225.390625,4.3017578125
152,30.6689453125,0.6277832031249999,0.19677734375,0.17801269531250002,1.709716796875,815.234375,4.3017578125
